Country_Name,Country Code,Year,Control_of_Corruption_Score,Government_Effectiveness_Score,Political_Stability_Score,Regulatory_Quality_Score,Rule_of_Law_Score,Free_Speech_Score,Weighted_Governance
Uganda,UGA,2016,-1.05659,-0.5713909,-0.7153227,-0.2131466,-0.2512983,-0.6466277,-11.885441
Uganda,UGA,2017,-1.041349,-0.5780125,-0.5716293,-0.2214996,-0.2994136,-0.5872341,-11.0335689
Uganda,UGA,2018,-1.033392,-0.6044363,-0.7025623,-0.2517202,-0.2933208,-0.6859795,-12.3581409
Uganda,UGA,2019,-1.169366,-0.5854658,-0.6912174,-0.3742837,-0.314339,-0.644358,-12.9119045
Uganda,UGA,2020,-1.053661,-0.576944,-0.7804492,-0.4310607,-0.3288864,-0.7161818,-13.7412315
Ukraine,UKR,2016,-0.8139601,-0.572417,-1.85648,-0.4295344,-0.7664844,0.0017648,-13.6746588
Ukraine,UKR,2017,-0.7848897,-0.4571084,-1.870538,-0.3201192,-0.7120072,0.0148713,-12.646632
Ukraine,UKR,2018,-0.8676912,-0.413667,-1.869737,-0.3001162,-0.7160582,-0.0377799,-12.89865
Ukraine,UKR,2019,-0.7559236,-0.297047,-1.423576,-0.2592331,-0.6982756,0.0238899,-9.9483939
Ukraine,UKR,2020,-0.7841346,-0.3556524,-1.164059,-0.2958482,-0.6700379,0.0883247,-8.9107931
United Arab Emirates,ARE,2016,1.171737,1.415485,0.5647489,0.9725956,0.849066,-1.050371,8.2587426
United Arab Emirates,ARE,2017,1.136438,1.418191,0.6186414,1.015221,0.8007955,-1.096847,8.2978331
United Arab Emirates,ARE,2018,1.152078,1.429931,0.7049762,0.9302903,0.8065467,-1.126925,8.110302
United Arab Emirates,ARE,2019,1.106673,1.376891,0.6856085,0.979414,0.840346,-1.140149,7.982975
United Arab Emirates,ARE,2020,1.114396,1.325503,0.6264683,1.083404,0.9169419,-1.184305,7.9393061
United Kingdom,GBR,2016,1.895578,1.609554,0.3604541,1.760709,1.678407,1.295399,28.3159804
United Kingdom,GBR,2017,1.860195,1.469662,0.3861579,1.717483,1.686237,1.36325,28.1271596
United Kingdom,GBR,2018,1.844666,1.398906,0.0797425,1.777152,1.642386,1.369487,26.950088
United Kingdom,GBR,2019,1.785975,1.482738,0.5397319,1.625986,1.606702,1.261399,27.4841176
United Kingdom,GBR,2020,1.692274,1.376632,0.4743571,1.481055,1.496935,1.246781,25.7947684
United States,USA,2016,1.373549,1.47634,0.4023029,1.497076,1.618124,1.110259,24.5503876
United States,USA,2017,1.384251,1.557018,0.2918175,1.631051,1.649322,1.008988,24.465331
United States,USA,2018,1.328869,1.575724,0.4214178,1.620526,1.514515,0.9763639,24.5459096
United States,USA,2019,1.215634,1.488845,0.1349753,1.345472,1.46136,0.903805,21.0492542
United States,USA,2020,1.068838,1.318942,-0.0220327,1.244659,1.368086,0.8689369,18.8113736
Uruguay,URY,2016,1.267522,0.5738663,1.06258,0.4894556,0.63039,1.163035,18.5628409
Uruguay,URY,2017,1.282488,0.4895089,1.05078,0.4764564,0.5833325,1.167399,18.2066312
Uruguay,URY,2018,1.254706,0.5553762,1.034957,0.5067634,0.59304,1.18045,18.5249256
Uruguay,URY,2019,1.250806,0.6949803,1.038879,0.5082366,0.6217154,1.227342,19.2690193
Uruguay,URY,2020,1.422945,0.7818888,1.050673,0.582089,0.6786591,1.314993,20.8733105
Uzbekistan,UZB,2016,-1.168731,-0.5774477,-0.2725707,-1.619923,-1.107054,-1.886858,-25.6879049
Uzbekistan,UZB,2017,-1.157735,-0.5541742,-0.2378505,-1.258372,-1.106031,-1.79736,-23.1114456
Uzbekistan,UZB,2018,-1.061625,-0.54734,-0.2958072,-1.082762,-1.069353,-1.630072,-21.2120938
Uzbekistan,UZB,2019,-1.025923,-0.5141267,-0.2848197,-0.9922252,-1.048056,-1.653185,-20.6617969
Uzbekistan,UZB,2020,-1.050585,-0.507029,-0.4365745,-0.9449065,-1.062817,-1.537607,-20.3815465
Vanuatu,VUT,2016,-0.0958526,-0.8800073,0.5131139,-0.2931163,0.3382198,0.664171,2.0783928
Vanuatu,VUT,2017,-0.0056426,-0.8916905,0.701278,-0.330114,0.445055,0.6946404,3.0810827
Vanuatu,VUT,2018,-0.1547132,-0.4783626,0.9404865,-0.468573,0.3248068,0.5985762,3.5908308
Vanuatu,VUT,2019,-0.2589588,-0.5476381,1.021924,-0.4605931,0.1790091,0.6803695,3.8851247
Vanuatu,VUT,2020,-0.148917,-0.4613378,0.8966386,-0.4296038,0.2397133,0.6093988,3.6527941
"Venezuela, RB",VEN,2016,-1.353657,-1.28576,-1.024604,-1.996754,-2.241467,-1.135475,-29.701097
"Venezuela, RB",VEN,2017,-1.370064,-1.423879,-1.272082,-1.976389,-2.236806,-1.207137,-31.461666
"Venezuela, RB",VEN,2018,-1.466074,-1.584651,-1.351146,-2.363184,-2.32277,-1.43481,-35.838235
"Venezuela, RB",VEN,2019,-1.486213,-1.658469,-1.536778,-2.359256,-2.320636,-1.428393,-36.782219
"Venezuela, RB",VEN,2020,-1.560315,-1.780275,-1.517866,-2.234419,-2.346105,-1.506591,-37.090665
Vietnam,VNM,2016,-0.452351,0.0194756,0.2335919,-0.4537929,0.0752823,-1.373433,-10.3461878
Vietnam,VNM,2017,-0.5843227,0.0056701,0.2302038,-0.397156,0.0623794,-1.41114,-10.6210605
Vietnam,VNM,2018,-0.4807368,-0.0013799,0.0585088,-0.3494396,-0.0036924,-1.476469,-11.3412825
Vietnam,VNM,2019,-0.5156115,0.0383097,0.0254956,-0.2619721,-0.0165804,-1.405681,-10.5748384
Vietnam,VNM,2020,-0.3527095,0.2003077,-0.0734304,-0.1479097,-0.133932,-1.38047,-9.554518
Virgin Islands (U.S.),VIR,2016,0.6408444,1.328458,0.9996701,0.8714429,0.6279145,0,14.2508722
Virgin Islands (U.S.),VIR,2017,0.6463867,0.8380581,1.001911,0.844159,0.6295806,0,12.6649673
Virgin Islands (U.S.),VIR,2018,0.6324254,0.828413,0.9761723,0.8234454,1.12029,0,12.892296
Virgin Islands (U.S.),VIR,2019,0.6253356,0.8155248,1.065074,1.228282,1.090441,0,15.1893926
Virgin Islands (U.S.),VIR,2020,0.0432235,0.6968508,1.014357,1.339709,0.9411238,0,13.8740962
West Bank and Gaza,PSE,2016,-0.1493691,-0.6355624,-1.976399,0.0646446,-0.3436688,-1.094825,-16.7004172
West Bank and Gaza,PSE,2017,-0.0260317,-0.4007473,-1.659977,0.0243386,-0.4145908,-1.031764,-14.3776951
West Bank and Gaza,PSE,2018,-0.1942769,-0.7635407,-1.816336,0.0187009,-0.4836262,-0.9207923,-15.8593954
West Bank and Gaza,PSE,2019,-0.325643,-0.7442973,-1.89529,0.0338395,-0.4856505,-1.026851,-16.9428969
West Bank and Gaza,PSE,2020,-0.5501393,-0.6438217,-2.047813,0.0797941,-0.4614059,-0.8260218,-16.2415619
"Yemen, Rep.",YEM,2016,-1.663544,-1.825005,-2.794877,-1.479931,-1.645298,-1.69023,-39.167944
"Yemen, Rep.",YEM,2017,-1.589451,-1.909074,-2.942443,-1.447332,-1.742034,-1.6911,-39.80119
"Yemen, Rep.",YEM,2018,-1.626299,-2.230443,-3.005906,-1.587908,-1.787354,-1.762169,-42.267459
"Yemen, Rep.",YEM,2019,-1.680965,-2.279256,-2.77083,-1.663773,-1.773752,-1.781011,-42.061701
"Yemen, Rep.",YEM,2020,-1.679567,-2.307661,-2.671682,-1.799907,-1.776561,-1.767067,-42.347343
Zambia,ZMB,2016,-0.401749,-0.6601837,0.142808,-0.4835931,-0.3005686,-0.2990198,-6.72547
Zambia,ZMB,2017,-0.5437551,-0.626419,0.1462433,-0.4650216,-0.3283733,-0.334271,-7.0409013
Zambia,ZMB,2018,-0.6507198,-0.5570719,0.0856044,-0.4833411,-0.3453153,-0.3423163,-7.4461563
Zambia,ZMB,2019,-0.6445261,-0.6755785,-0.1138469,-0.5538131,-0.4619572,-0.3083472,-8.8522812
Zambia,ZMB,2020,-0.704854,-0.7679108,-0.1281891,-0.6198913,-0.6225151,-0.4306399,-10.5320078
Zimbabwe,ZWE,2016,-1.259222,-1.158399,-0.6199379,-1.72011,-1.368501,-1.177471,-25.5072696
Zimbabwe,ZWE,2017,-1.271278,-1.182262,-0.7087693,-1.561047,-1.373646,-1.195013,-25.2733782
Zimbabwe,ZWE,2018,-1.230871,-1.19821,-0.7227737,-1.504843,-1.272543,-1.140979,-24.5900988
Zimbabwe,ZWE,2019,-1.236825,-1.20482,-0.9597493,-1.46259,-1.257262,-1.159892,-25.4566712
Zimbabwe,ZWE,2020,-1.25314,-1.250607,-1.080208,-1.422032,-1.274851,-1.121479,-25.692818
