Year,Country Name,Country Code,GDP (current $),"Compulsory education, duration (years)","Current education expenditure, primary (% of total expenditure in primary public institutions)","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","Current education expenditure, total (% of total expenditure in public institutions)","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed primary, population 25+ years, total (%)","Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",Expenditure on primary education (% of government expenditure on education),Expenditure on secondary education (% of government expenditure on education),Expenditure on tertiary education (% of government expenditure on education),"Government expenditure on education, total (% of GDP)","Government expenditure on education, total (% of government expenditure)"
2017,Montenegro,MNE,4844592066.71174,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Montenegro,MNE,4374128318.58407,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Morocco,MAR,114725065285.149,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Morocco,MAR,103311649248.024,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Morocco,MAR,118096227400.092,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.35678005218506
2019,Morocco,MAR,119870439113.662,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.98008012771606
2017,Morocco,MAR,109682728023.112,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.11683988571167
2016,Mozambique,MOZ,11936999283.1791,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.86503982543945,19.9460105895996
2018,Mozambique,MOZ,14845870050.7092,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.45218992233276,16.7215690612793
2019,Mozambique,MOZ,15384701797.9863,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.22999000549316,19.0336799621582
2017,Mozambique,MOZ,13219084261.3664,..,..,..,..,..,1.82752001285553,14.9579200744629,..,46.3392906188965,1.97415995597839,8.68706035614014,0.208169996738434,0.0383200012147427,..,..,..,5.50555992126465,18.3651905059814
2020,Mozambique,MOZ,14019446610.1963,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.9349308013916
2020,Myanmar,MMR,79852046610.9676,5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Myanmar,MMR,60291738934.7783,5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.89999997615814,9.68389987945557
2019,Myanmar,MMR,68697761477.1818,5,79.7678909301758,82.9648590087891,51.0977897644043,74.5596618652344,9.34652996063232,42.6302795410156,10.60023021698,63.474739074707,9.35006999969482,22.7649192810059,0.260670006275177,0.0476099997758865,36.32866,38.38058,14.62929,1.97421002388,10.5641298294067
2018,Myanmar,MMR,67144726167.9303,5,..,..,..,..,..,..,..,..,..,..,..,..,39.33033,40.96351,14.7764,1.92288994789124,10.3891096115112
2017,Myanmar,MMR,61449391917.1299,5,82.784553527832,88.8507537841797,50.8177490234375,79.6577377319336,..,..,..,..,..,..,..,..,35.97823,39.40016,11.27985,2.08768010139465,9.92768001556396
2020,Namibia,NAM,10619194505.3543,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.40958976745605,24.9413795471191
2019,Namibia,NAM,12496781719.7752,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.48040962219238,26.3903999328613
2018,Namibia,NAM,13682062249.2236,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.98805046081543,23.3243007659912
2016,Namibia,NAM,10721994676.6562,7,95.8518600463867,95.4318237304688,..,..,..,..,..,..,..,..,..,..,..,..,..,10.6520299911499,23.9391994476318
2017,Namibia,NAM,12895153160.466,7,96.3089218139648,96.5709991455078,..,..,..,..,..,..,..,..,..,..,..,..,..,9.75998020172119,24.6740303039551
2017,Nauru,NRU,109359680.217211,14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.7479696273804
2020,Nauru,NRU,114626625.553023,14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.52939009666443
2016,Nauru,NRU,99723394.9628767,14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.88370990753174
2018,Nauru,NRU,124021393.690412,14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.60968971252441
2019,Nauru,NRU,118724073.809183,14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.32558012008667
2018,Nepal,NPL,33111525182.7133,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.43445014953613,14.1018695831299
2020,Nepal,NPL,33657175561.329,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Nepal,NPL,34186180694.9285,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Nepal,NPL,24524098184.4236,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.90320992469788,19.1284999847412
2017,Nepal,NPL,28971589213.134,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.76722002029419,17.0963897705078
2020,Netherlands,NLD,913865395789.886,13,..,..,..,..,34.7736282348633,91.2177810668945,36.9629898071289,98.5624618530273,36.7151412963867,72.9593505859375,13.1361503601074,0.706110000610352,..,..,..,..,..
2018,Netherlands,NLD,913597086062.599,13,89.8015213012695,89.072883605957,89.4066696166992,89.3816070556641,31.0932102203369,90.3683166503906,33.2913818359375,98.5149765014648,33.039680480957,71.1049575805664,11.7291698455811,0.627430021762848,..,..,..,5.35764980316162,12.9115495681763
2019,Netherlands,NLD,910194347568.626,13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Netherlands,NLD,783528181704.567,13,89.3669891357422,89.0707015991211,89.152473449707,89.1797180175781,29.4067401885986,89.7140426635742,31.78830909729,98.5061874389648,31.5066204071045,69.9871978759766,11.0200595855713,0.579590022563934,21.22068,40.48964,31.92546,5.47959995269775,12.8068599700928
2017,Netherlands,NLD,831809944960.879,13,89.2586212158203,89.0032119750977,89.0585021972656,89.0810165405273,..,..,..,..,..,..,..,..,..,..,..,5.17509984970093,12.4232597351074
2019,New Caledonia,NCL,9438127994.09456,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,New Caledonia,NCL,8724568970.67891,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,New Caledonia,NCL,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,New Caledonia,NCL,9846920284.01006,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,New Caledonia,NCL,9173669999.5986,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,New Zealand,NZL,212891048340.608,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,New Zealand,NZL,210700848973.509,10,..,..,..,..,32.2832717895508,81.919792175293,51.0510711669922,..,36.6420288085938,75.1135864257813,6.23069000244141,1.12228000164032,..,..,..,..,..
2018,New Zealand,NZL,212225726657.864,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.04850006103516,16.0829601287842
2017,New Zealand,NZL,206950600690.395,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.25973987579346,16.6426391601563
2016,New Zealand,NZL,188943457301.474,10,..,..,..,..,28.0957508087158,..,46.1020317077637,..,32.3097610473633,70.0286712646484,4.87721014022827,0.943870007991791,26.12523,35.61468,23.73553,6.411789894104,16.8316993713379
2016,Nicaragua,NIC,13286083644.8761,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.08114004135132,21.3254795074463
2020,Nicaragua,NIC,12621505382.6062,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Nicaragua,NIC,12611218627.0632,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.44283008575439,..
2018,Nicaragua,NIC,13025239912.2751,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.56255006790161,..
2017,Nicaragua,NIC,13785876629.3189,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.35768985748291,22.4333000183105
2017,Niger,NER,11185102399.5762,..,99.0600662231445,97.5286407470703,93.7184982299805,97.6302185058594,..,..,..,..,..,..,..,..,48.11675,17.61152,23.25724,2.5771598815918,13.215160369873
2016,Niger,NER,10398862244.9737,..,96.1393737792969,89.9427871704102,93.6145706176758,94.8157272338867,..,..,..,..,..,..,..,..,50.66764,17.42288,21.48255,2.97095990180969,15.3471603393555
2020,Niger,NER,13741378450.136,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.3325395584106
2018,Niger,NER,12808660528.0617,..,100,100,96.7230529785156,99.1722564697266,..,..,..,..,..,..,..,..,..,..,..,3.44697999954224,16.3399696350098
2019,Niger,NER,12916455161.1081,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.52316999435425,13.012809753418
2017,Nigeria,NGA,375746469538.666,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.12011003494263
2019,Nigeria,NGA,448120428858.769,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.0298900604248
2018,Nigeria,NGA,397190484464.308,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.03413009643555
2020,Nigeria,NGA,432293776262.398,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.62103986740112
2016,Nigeria,NGA,404650006428.613,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.95807981491089
2016,North America,NAC,20279970339907.4,11,91.4302597045898,91.4302597045898,94.0665664672852,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,North America,NAC,22344414455783,11,90.4928283691406,90.4928283691406,90.4570999145508,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,North America,NAC,22605296107568.4,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,North America,NAC,23182723855482.3,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,North America,NAC,21199387143244.1,11,90.9884033203125,90.9884033203125,89.9695053100586,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,North Macedonia,MKD,11307058382.3435,13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,North Macedonia,MKD,12683070061.4695,13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,North Macedonia,MKD,12263710122.7645,13,..,..,..,..,21.6756992340088,68.4875717163086,21.9574394226074,93.6417922973633,21.9574394226074,68.3028182983398,1.93279004096985,0.253210008144379,..,..,..,..,..
2019,North Macedonia,MKD,12606338448.547,13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,North Macedonia,MKD,10672471860.7184,13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Northern Mariana Islands,MNP,1560000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Northern Mariana Islands,MNP,1302000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Northern Mariana Islands,MNP,1230000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Northern Mariana Islands,MNP,1182000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Norway,NOR,436999692591.454,10,84.7411117553711,86.2267303466797,88.2347412109375,87.2210006713867,..,..,..,..,..,..,..,..,..,..,..,7.64411020278931,15.6263704299927
2016,Norway,NOR,368827142857.143,10,86.6785125732422,86.3848190307617,87.3181228637695,87.5876007080078,27.325719833374,99.2340087890625,38.7757606506348,99.6748504638672,37.232780456543,77.8364028930664,10.4895095825195,0.996460020542145,22.83837,28.57616,26.72475,8.03055000305176,15.8395099639893
2019,Norway,NOR,404941363636.364,10,..,..,..,..,29.2899303436279,99.188232421875,40.8385581970215,99.7143783569336,39.2325706481934,78.7484436035156,11.5490198135376,1.08565998077393,..,..,..,..,..
2017,Norway,NOR,398393955268.99,10,85.7278137207031,85.220832824707,87.9076766967773,87.0238800048828,28.0698204040527,99.2403411865234,39.5990715026855,99.6854019165039,38.0324516296387,78.2241363525391,10.8681602478027,1.01668000221252,..,..,..,7.91198015213013,15.9385099411011
2020,Norway,NOR,362198318435.26,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,OECD members,OED,50501618709816.2,10.5,93.4001770019531,94.5710220336914,91.6550559997559,93.3056716918945,..,..,..,..,..,..,..,..,..,..,..,4.95393490791321,12.3507099151611
2020,OECD members,OED,52392675685741.2,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,OECD members,OED,48397984326277.6,10,93.3799171447754,94.3290901184082,92.3912048339843,93.1268081665039,..,..,..,..,..,..,..,..,26.93569,35.11766,22.84284,5.0204598903656,13.1083097457886
2019,OECD members,OED,53983129759722.6,10.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,OECD members,OED,53469075642165.5,10.5,91.451889038086,92.9269943237305,90.6229629516602,91.6729125976563,..,..,..,..,..,..,..,..,..,..,..,4.8984899520874,12.2238397598267
2019,Oman,OMN,88060858257.4772,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.41320991516113,12.4210195541382
2020,Oman,OMN,73971391417.4252,10,98.9282073974609,98.9282073974609,70.742073059082,90.1691665649414,17.0966300964355,98.8031921386719,23.1183204650879,98.8174896240234,..,62.2254791259766,1.64216005802155,0.294869989156723,..,..,..,..,12.2049798965454
2018,Oman,OMN,91505851755.5267,10,96.9244079589844,96.9244079589844,..,..,..,..,..,..,..,..,..,..,..,..,..,5.20723009109497,12.6978998184204
2017,Oman,OMN,80856697009.1027,10,..,96.2071685791016,..,..,..,..,..,..,..,..,..,..,..,..,..,5.84018993377686,13.5500898361206
2016,Oman,OMN,75128738621.5865,10,95.1764907836914,94.8752975463867,36.6266212463379,81.1539535522461,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Other small states,OSS,398011979849.432,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.02312994003296,15.115309715271
2020,Other small states,OSS,375853309054.965,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Other small states,OSS,432772412402.879,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.71929979324341,..
2016,Other small states,OSS,365871050813.934,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.41466999053955,13.5529747009278
2018,Other small states,OSS,441549513063.081,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.4590151309967,14.4124398231506
2020,Pacific island small states,PSS,9530487871.90819,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Pacific island small states,PSS,9456355295.65444,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Pacific island small states,PSS,10212037558.4144,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Pacific island small states,PSS,10656209172.6383,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Pacific island small states,PSS,10641343380.1528,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Pakistan,PAK,279056608888.638,12,..,..,..,..,..,25.7791996002197,4.14662981033325,49.5546798706055,4.14662981033325,11.5675497055054,..,..,..,..,..,2.50755000114441,11.5916795730591
2016,Pakistan,PAK,278654637737.69,12,..,..,..,..,..,37.3312797546387,8.75331020355225,49.8061408996582,8.75331020355225,27.7178897857666,..,..,..,..,22.20075,3.00291991233826,15.0634803771973
2017,Pakistan,PAK,304567253219.097,12,..,..,..,..,..,36.4315299987793,8.65032958984375,48.8252105712891,8.65032958984375,27.2532901763916,..,..,..,..,22.11033,2.89951992034912,14.5447797775269
2018,Pakistan,PAK,314567541558.339,12,..,..,..,..,..,19.9216003417969,3.17432999610901,38.9729995727539,3.17432999610901,8.95104026794434,..,..,..,..,..,..,..
2020,Pakistan,PAK,262610002938.509,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Palau,PLW,298300000,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Palau,PLW,284700000,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Palau,PLW,274200000,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Palau,PLW,285300000,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Palau,PLW,257700000,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Panama,PAN,62202725204.4646,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.88224005699158,8.68187046051025
2018,Panama,PAN,64929409212.4566,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.8829300403595,8.6810998916626
2020,Panama,PAN,53977036995.1729,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.2431802749634
2019,Panama,PAN,66984427150.321,11,..,..,..,..,19.6298198699951,69.4722290039063,..,87.4964981079102,26.7175807952881,54.3121910095215,16.8009796142578,0.232899993658066,..,..,..,3.12736010551453,10.0902700424194
2016,Panama,PAN,57907695408.9392,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.84608006477356,7.46639013290405
2019,Papua New Guinea,PNG,24751344552.2057,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Papua New Guinea,PNG,24668899683.4299,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Papua New Guinea,PNG,22742613553.6879,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.96493005752563,10.6982002258301
2016,Papua New Guinea,PNG,20759069103.0961,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Papua New Guinea,PNG,24109509852.7402,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.8748300075531,9.22710037231445
2020,Paraguay,PRY,35670301496.1061,13,94.5141067504883,94.5282974243164,95.5213623046875,94.2019195556641,14.1851301193237,53.2433090209961,..,77.4958724975586,15.9307298660278,42.390998840332,6.64340019226074,0.0910300016403198,..,..,..,..,9.84366989135742
2017,Paraguay,PRY,38997129473.5558,13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.08968997001648,11.5065898895264
2018,Paraguay,PRY,40225448340.6322,13,..,..,..,..,13.0230398178101,50.1185607910156,..,75.6155395507813,15.2228899002075,39.3815689086914,6.9596700668335,0.0557999983429909,..,..,..,3.28320002555847,11.9658002853394
2016,Paraguay,PRY,36089550659.0914,13,93.4243927001953,93.485221862793,95.1212463378906,93.8244018554688,12.3527002334595,47.7961006164551,..,74.5233688354492,14.0451498031616,36.6381683349609,6.67168998718262,0.0502699986100197,36.43652,31.27849,23.32598,..,..
2019,Paraguay,PRY,37906944074.6128,13,..,..,..,..,13.9921102523804,52.6143417358398,..,76.3342437744141,16.194299697876,42.2377281188965,7.29219007492065,0.0637099966406822,..,..,..,3.46971011161804,11.9479503631592
2017,Peru,PER,211007207483.515,14,84.2560882568359,82.4856109619141,82.3570785522461,81.9234085083008,..,..,..,..,..,..,..,..,33.48605,33.77806,16.66902,3.93130993843079,18.2359199523926
2019,Peru,PER,228470919605.669,14,87.0625228881836,87.2656784057617,82.7502899169922,85.1977691650391,..,..,..,..,..,..,..,..,..,..,..,3.81996011734009,17.7628707885742
2020,Peru,PER,202014363787.233,14,87.3882598876953,87.8308410644531,84.4002304077148,86.5555725097656,..,..,..,..,..,..,..,..,..,..,..,4.24667978286743,15.9588003158569
2016,Peru,PER,191895943823.887,14,84.2472381591797,79.1666717529297,86.5121078491211,81.7766418457031,..,..,..,..,..,..,..,..,34.8408,32.52512,16.97907,3.81316995620728,17.8701000213623
2018,Peru,PER,222574697255.522,14,84.3324966430664,85.0713729858398,81.2929306030273,83.1767730712891,..,64.1127319335938,21.9098300933838,81.9484786987305,21.9098300933838,58.0391807556152,11.8941297531128,..,33.88491,34.22307,15.77045,3.71429991722107,17.1314105987549
2018,Philippines,PHL,346842094174.513,13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.1331000328064,15.3999996185303
2017,Philippines,PHL,328480867143.204,11,..,..,..,..,16.0239295959473,59.4109382629395,20.0713500976563,84.0412979125977,..,..,0.390850007534027,0.0468900017440319,..,..,..,4.40000009536743,17.1704807281494
2020,Philippines,PHL,361489325230.731,13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.2337398529053
2019,Philippines,PHL,376823278560.849,13,..,..,..,..,24.4117908477783,71.2324905395508,30.3761901855469,82.3941421508789,28.1452407836914,30.4557399749756,0.579249978065491,0.114330001175404,..,..,..,3.23436999320984,17.4832401275635
2016,Philippines,PHL,318626761492.305,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.5699999332428,16.9880104064941
2016,Poland,POL,472630364208.177,10,94.765983581543,97.0506820678711,91.6097030639648,94.7973480224609,24.9462203979492,85.3279266357422,28.1719207763672,99.2010269165039,25.0333995819092,84.8603210449219,19.2677593231201,0.437790006399155,31.70244,31.30777,22.84284,4.63339996337891,11.2839498519897
2018,Poland,POL,587411745161.558,10,91.7864303588867,93.3686294555664,87.8230667114258,91.4178085327148,..,..,..,..,..,..,..,..,..,..,..,4.61579990386963,11.1235504150391
2020,Poland,POL,596624355719.671,10,..,..,..,..,28.0126800537109,88.5085830688477,31.4802398681641,99.2915725708008,28.240119934082,87.7777786254883,21.8941097259521,0.648769974708557,..,..,..,..,..
2017,Poland,POL,526508877305.321,10,93.6697235107422,95.2905883789063,90.9405212402344,93.4933624267578,..,..,..,..,..,..,..,..,..,..,..,4.5584602355957,11.0591897964478
2019,Poland,POL,597280564671.563,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Portugal,PRT,239986922638.902,12,..,..,..,..,20.7237701416016,57.9531211853027,21.4358196258545,92.8314971923828,20.7785091400146,40.678768157959,15.1050901412964,0.719460010528564,..,..,..,..,..
2017,Portugal,PRT,220811110492.149,12,99.3534774780273,95.1725463867188,94.8381500244141,96.2870101928711,19.2494506835938,55.180721282959,19.7842197418213,91.7393112182617,19.261890411377,37.6235198974609,14.2225103378296,0.5658900141716,..,..,..,5.0156102180481,11.0554304122925
2020,Portugal,PRT,228539245045.341,12,..,..,..,..,22.5076999664307,60.7458801269531,23.1114807128906,93.9047470092773,22.547779083252,43.4513092041016,16.1905002593994,0.762510001659393,..,..,..,..,..
